School_Name,K_12_enrollment,Percent_complete_for_all_immunizations,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_exempt_for_diphtheria_tetanus,Percent_exempt_for_pertussis,Percent_exempt_for_measles_mumps_rubella,Percent_exempt_for_polio,Percent_exempt_for_HepatitisB,Percent_exempt_for_varicella,Number_complete_for_all_immunizations,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_exempt_for_diphtheria_tetanus,Number_exempt_for_pertussis,Number_exempt_for_measles_mumps_rubella,Number_exempt_for_polio,Number_exempt_for_HepatitisB,Number_exempt_for_varicella,School_District,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade,Location 1
WESTON HIGH SCHOOL,115.0,64.3,8.7,0.0,8.7,0.0,0.0,5.2,4.3,7.0,5.2,5.2,7.8,74.0,10.0,0.0,10.0,0.0,0.0,6.0,5.0,8.0,6.0,6.0,9.0,ARLINGTON SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N,"4407 172ND STREET NE
ARLINGTON
(48.152198, -122.166949)"
SUNNYSIDE ELEMENTARY,432.0,92.1,2.3,0.0,2.1,0.2,0.0,1.9,1.9,2.3,1.9,1.4,2.3,398.0,10.0,0.0,9.0,1.0,0.0,8.0,8.0,10.0,8.0,6.0,10.0,PULLMAN SCHOOL DISTRICT,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N,"425 SW SHIRLEY
PULLMAN
(46.727815, -117.188014)"
STEVENS MIDDLE SCHOOL,555.0,91.9,7.7,1.4,5.8,0.5,0.4,3.6,2.9,2.3,3.2,3.4,4.3,510.0,43.0,8.0,32.0,3.0,2.0,20.0,16.0,13.0,18.0,19.0,24.0,PORT ANGELES SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,7-8,N,N,"1139 W 14TH ST
PORT ANGELES
(48.116279, -123.465573)"
ST. ALOYSIUS CATHOLIC SCHOOL,289.0,93.4,5.2,0.7,4.5,0.0,0.0,1.4,0.0,2.4,1.4,2.8,3.5,270.0,15.0,2.0,13.0,0.0,0.0,4.0,0.0,7.0,4.0,8.0,10.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,P-8,Y,Y,"611 E MISSION AVE
SPOKANE
(47.671777, -117.401261)"
LIBERTY SR HIGH SCHOOL,1286.0,95.8,3.9,0.8,3.0,0.0,0.1,2.6,1.8,1.6,1.6,2.3,2.6,1232.0,50.0,10.0,39.0,0.0,1.0,33.0,23.0,21.0,20.0,29.0,33.0,ISSAQUAH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"16655 SE 136TH ST
RENTON
(47.480801, -122.117538)"
ST. NICHOLAS SCHOOL,122.0,81.1,6.6,0.8,5.7,0.0,0.0,5.7,5.7,5.7,5.7,5.7,6.6,99.0,8.0,1.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,8.0,PENINSULA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,Y,Y,"3555 EDWARDS DR
GIG HARBOR
(47.327565, -122.587279)"
MCGILVRA ELEMENTARY SCHOOL,282.0,94.0,3.5,2.5,1.1,0.0,0.0,2.1,2.1,1.8,2.1,2.1,2.5,265.0,10.0,7.0,3.0,0.0,0.0,6.0,6.0,5.0,6.0,6.0,7.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"1617 38 AV E
SEATTLE
(47.633991, -122.284071)"
SILVERDALE ELEMENTARY,386.0,97.2,1.3,0.0,1.3,0.0,0.0,0.8,0.8,1.0,1.0,1.0,1.3,375.0,5.0,0.0,5.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,5.0,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,PK-6,Y,Y,"9100 DICKEY ROAD
SILVERDALE
(47.644497, -122.719243)"
MONTE CRISTO ELEMENTARY,435.0,93.3,5.3,1.8,3.0,0.2,0.5,2.8,2.8,3.2,3.2,3.7,4.6,406.0,23.0,8.0,13.0,1.0,2.0,12.0,12.0,14.0,14.0,16.0,20.0,GRANITE FALLS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,Y,Y,"1201 100TH ST NE
GRANITE FALLS
(48.086693, -121.984822)"
SEQUIM SENIOR HIGH,936.0,80.0,11.3,1.0,9.0,1.5,0.1,8.1,7.1,6.9,6.5,7.4,9.3,749.0,106.0,9.0,84.0,14.0,1.0,76.0,66.0,65.0,61.0,69.0,87.0,SEQUIM SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,9-12,N,N,"601 N. SEQUIM AVE.
SEQUIM
(48.083922, -123.102271)"
SPOKANE CHRISTIAN ACADEMY,46.0,47.8,30.4,6.5,23.9,0.0,0.0,21.7,21.7,21.7,21.7,23.9,28.3,22.0,14.0,3.0,11.0,0.0,0.0,10.0,10.0,10.0,10.0,11.0,13.0,ORCHARD PRAIRIE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K-8,Y,Y,"8909 E BIGELOW GULCH RD
SPOKANE
(47.72205, -117.286609)"
TERRACE HEIGHTS ELEMENTARY,531.0,97.9,2.1,0.4,1.7,0.0,0.0,1.5,1.5,1.7,1.5,1.9,1.7,520.0,11.0,2.0,9.0,0.0,0.0,8.0,8.0,9.0,8.0,10.0,9.0,EAST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,Y,N,"408 EAST SEATTLE AVENUE
MOXEE
(46.551092, -120.380364)"
WEST HILLS S.T.E.M. ACADEMY,635.0,84.3,4.7,0.8,3.3,0.6,0.0,3.8,3.5,3.8,3.6,3.5,4.1,535.0,30.0,5.0,21.0,4.0,0.0,24.0,22.0,24.0,23.0,22.0,26.0,BREMERTON SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -7,Y,Y,"520 S NATIONAL AVE
BREMERTON
(47.557304, -122.667813)"
WIDE HOLLOW ELEMENTARY,371.0,96.2,2.2,1.1,1.1,0.0,0.0,0.8,0.8,1.3,0.8,1.1,1.3,357.0,8.0,4.0,4.0,0.0,0.0,3.0,3.0,5.0,3.0,4.0,5.0,WEST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -4,Y,N,"1000 S 72ND AVE
YAKIMA
(46.586378, -120.604325)"
OVERLAKE SCHOOL,532.0,96.8,3.0,0.0,3.0,0.0,0.0,1.7,1.7,2.3,0.2,0.2,2.4,515.0,16.0,0.0,16.0,0.0,0.0,9.0,9.0,12.0,1.0,1.0,13.0,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,5-12,N,Y,"20301 NE 108TH ST
REDMOND
(47.69489, -122.066521)"
SULTAN MIDDLE SCHOOL,456.0,70.8,5.3,0.7,0.0,4.6,0.0,3.1,3.1,3.5,2.9,2.0,3.3,323.0,24.0,3.0,0.0,21.0,0.0,14.0,14.0,16.0,13.0,9.0,15.0,SULTAN SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y,"301 HIGH AVE.
SULTAN
(47.869083, -121.817889)"
SCOOTNEY SPRINGS ELEMENTARY,550.0,96.2,2.0,0.7,1.3,0.2,0.0,1.6,1.6,1.6,1.6,1.1,2.0,529.0,11.0,4.0,7.0,1.0,0.0,9.0,9.0,9.0,9.0,6.0,11.0,OTHELLO SCHOOL DISTRICT,ADAMS,EDUCATIONAL SERVICE DISTRICT 123,K -5,Y,N,"695 S 14TH AVE
OTHELLO
(46.819509, -119.154558)"
IQ ACADEMY WASHINGTON,97.0,28.9,12.4,1.0,10.3,1.0,0.0,10.3,10.3,10.3,8.2,10.3,10.3,28.0,12.0,1.0,10.0,1.0,0.0,10.0,10.0,10.0,8.0,10.0,10.0,EVERGREEN SCHOOL DISTRICT (CLARK),CLARK,EDUCATIONAL SERVICE DISTRICT 112,7-12,N,N,"13501 NE 28TH STREET
VANCOUVER
(45.642942, -122.533276)"
KENT PHOENIX ACADEMY,284.0,87.3,3.9,1.4,2.5,0.0,0.0,1.8,1.4,1.4,1.1,2.1,1.8,248.0,11.0,4.0,7.0,0.0,0.0,5.0,4.0,4.0,3.0,6.0,5.0,KENT SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"11000 SE 264TH ST
KENT
(47.365408, -122.191524)"
STEVENS ELEMENTARY,480.0,91.3,4.4,2.3,1.5,0.4,0.4,1.5,1.5,1.9,1.3,1.9,2.5,438.0,21.0,11.0,7.0,2.0,2.0,7.0,7.0,9.0,6.0,9.0,12.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-6,Y,Y,"1717 E SINTO AVE
SPOKANE
(47.670663, -117.384157)"
MARTIN SORTUN ELEMENTARY SCHOOL,687.0,93.4,3.1,0.4,1.9,0.7,0.0,2.3,2.3,2.2,2.2,1.9,2.3,642.0,21.0,3.0,13.0,5.0,0.0,16.0,16.0,15.0,15.0,13.0,16.0,KENT SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"12711 SE 248TH ST
KENT
(47.379667, -122.17151)"
WEST VALLEY HIGH SCHOOL,909.0,83.3,6.5,1.4,4.7,0.6,0.0,4.2,3.9,2.5,2.9,2.1,4.1,757.0,59.0,13.0,43.0,5.0,0.0,38.0,35.0,23.0,26.0,19.0,37.0,WEST VALLEY SCHOOL DISTRICT (SPOKANE),SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,9-12,N,N,"8301 E BUCKEYE
SPOKANE
(47.68229, -117.29206)"
VIEW RIDGE ELEMENTARY,577.0,88.7,8.5,1.4,6.2,0.5,0.5,6.1,5.9,5.5,6.9,6.2,6.6,512.0,49.0,8.0,36.0,3.0,3.0,35.0,34.0,32.0,40.0,36.0,38.0,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N,"202 ALDER ST.
EVERETT
(47.952661, -122.230313)"
MOUNTLAKE TERRACE HIGH SCHOOL,1319.0,71.7,4.3,0.6,3.6,0.1,0.1,2.0,1.4,2.4,1.8,2.4,3.0,946.0,57.0,8.0,48.0,1.0,1.0,26.0,19.0,32.0,24.0,31.0,40.0,EDMONDS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N,"21801 44TH AVE W
MOUNTLAKE TERRACE
(47.80168, -122.292297)"
SEATTLE JEWISH COMMUNITY SCHOOL,72.0,98.6,1.4,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,1.4,1.4,71.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-5,Y,N,"12351 8TH AVE NE
SEATTLE
(47.719181, -122.320851)"
SEAHURST ELEMENTARY SCHOOL,555.0,95.9,0.7,0.0,0.5,0.2,0.0,0.4,0.4,0.7,0.5,0.7,0.7,532.0,4.0,0.0,3.0,1.0,0.0,2.0,2.0,4.0,3.0,4.0,4.0,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"14603 14TH AVE SW
BURIEN
(47.471665, -122.352618)"
JOHN ROGERS ELEMENTARY SCHOOL,361.0,86.4,3.9,1.7,3.0,0.0,0.0,1.4,1.4,1.7,2.5,3.0,3.9,312.0,14.0,6.0,11.0,0.0,0.0,5.0,5.0,6.0,9.0,11.0,14.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"4030 NE 109 ST
SEATTLE
(47.707591, -122.285343)"
PIONEER MEADOWS MONTESSORI SCHOOL,108.0,82.4,15.7,0.0,15.7,0.0,0.0,8.3,8.3,13.0,11.1,12.0,15.7,89.0,17.0,0.0,17.0,0.0,0.0,9.0,9.0,14.0,12.0,13.0,17.0,FERNDALE SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-6,Y,Y,"2377 DOUGLAS RD
FERNDALE
(48.843837, -122.611914)"
MOUNT VERNON HIGH SCHOOL,1960.0,88.5,4.1,0.9,2.8,0.3,0.2,1.6,1.4,1.3,1.4,2.0,2.8,1735.0,80.0,18.0,55.0,6.0,3.0,32.0,27.0,26.0,27.0,39.0,55.0,MOUNT VERNON SCHOOL DISTRICT,SKAGIT,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N,"314 N 9TH ST
MOUNT VERNON
(48.42408, -122.329693)"
SAGE HILLS HIGH SCHOOL,56.0,89.3,3.6,0.0,1.8,1.8,0.0,3.6,1.8,0.0,0.0,0.0,1.8,50.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,EPHRATA SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,8-12,N,N,"35 K ST SE
EPHRATA
(47.317424, -119.536574)"
THREE RIVERS CHRISTIAN SCHOOL-LONGVIEW ELEM,140.0,92.1,2.1,0.0,2.1,0.0,0.0,2.1,2.1,2.1,2.1,2.1,2.1,129.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,LONGVIEW SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,P-12,Y,Y,"2610 OCEAN BEACH HWY
LONGVIEW
(46.14679, -122.950048)"
MCALDER ELEMENTARY - CASCADE CHRISTIAN SCHOOL,75.0,74.7,25.3,4.0,18.7,2.7,0.0,22.7,22.7,22.7,22.7,18.7,25.3,56.0,19.0,3.0,14.0,2.0,0.0,17.0,17.0,17.0,17.0,14.0,19.0,SUMNER SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-6,Y,Y,"15502 96TH ST E
PUYALLUP
(47.169739, -122.220654)"
RIDGEVIEW ELEMENTARY,639.0,98.3,0.9,0.5,0.3,0.2,0.0,0.5,0.5,0.6,0.5,0.6,0.6,628.0,6.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,Y,N,"609 W WASHINGTON AVE
YAKIMA
(46.570742, -120.514709)"
SHERWOOD FOREST ELEMENTARY SCHOOL,458.0,81.2,5.7,0.4,4.8,0.2,0.2,5.0,5.0,5.2,5.5,4.6,5.5,372.0,26.0,2.0,22.0,1.0,1.0,23.0,23.0,24.0,25.0,21.0,25.0,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N,"34600 12TH AV SW
FEDERAL WAY
(47.291857, -122.350797)"
NORTH THURSTON HIGH SCHOOL,1457.0,81.9,5.1,0.8,4.2,0.1,0.0,3.5,3.0,2.5,2.6,2.9,2.9,1193.0,74.0,12.0,61.0,2.0,0.0,51.0,43.0,37.0,38.0,42.0,42.0,NORTH THURSTON PUBLIC SCHOOLS,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,9-12,N,N,"600 SLEATER KINNEY RD NE
LACEY
(47.052338, -122.833651)"
SHAHALA MIDDLE SCHOOL,1128.0,44.0,6.2,0.5,4.8,0.6,0.3,4.7,4.1,4.7,4.6,4.2,5.2,496.0,70.0,6.0,54.0,7.0,3.0,53.0,46.0,53.0,52.0,47.0,59.0,EVERGREEN SCHOOL DISTRICT (CLARK),CLARK,EDUCATIONAL SERVICE DISTRICT 112,6-8,N,Y,"601 SE 192ND AVENUE
VANCOUVER
(45.617477, -122.475876)"
MAYWOOD MIDDLE SCHOOL,1140.0,95.3,4.2,0.5,3.6,0.1,0.0,1.9,1.5,1.8,2.2,2.7,2.7,1086.0,48.0,6.0,41.0,1.0,0.0,22.0,17.0,20.0,25.0,31.0,31.0,ISSAQUAH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y,"14490 168TH AVE SE
RENTON
(47.471355, -122.116085)"
SEQUOYAH MIDDLE SCHOOL,597.0,80.2,5.9,1.8,3.4,0.2,0.5,1.0,1.0,1.2,1.0,0.8,1.7,479.0,35.0,11.0,20.0,1.0,3.0,6.0,6.0,7.0,6.0,5.0,10.0,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y,"3425 S 360TH ST
AUBURN
(47.278895, -122.288405)"
RIVERDAY SCHOOL,22.0,81.8,9.1,0.0,9.1,0.0,0.0,4.5,4.5,9.1,4.5,9.1,9.1,18.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K-6,Y,Y,"116 W INDIANA
SPOKANE
(47.674982, -117.413555)"
WHITTIER ELEMENTARY,493.0,93.3,4.3,0.6,3.7,0.0,0.0,3.2,3.0,3.4,3.9,3.9,3.7,460.0,21.0,3.0,18.0,0.0,0.0,16.0,15.0,17.0,19.0,19.0,18.0,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N,"916 OAKES AVE.
EVERETT
(48.004803, -122.203832)"
WILSON MIDDLE SCHOOL,850.0,97.2,1.8,0.5,1.3,0.0,0.0,0.9,0.9,0.6,0.6,0.8,1.1,826.0,15.0,4.0,11.0,0.0,0.0,8.0,8.0,5.0,5.0,7.0,9.0,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,6-8,N,Y,"902 S 44TH AVE
YAKIMA
(46.586506, -120.567128)"
TRI-CITY JUNIOR ACADEMY,91.0,89.0,11.0,0.0,8.8,2.2,0.0,8.8,4.4,9.9,8.8,3.3,11.0,81.0,10.0,0.0,8.0,2.0,0.0,8.0,4.0,9.0,8.0,3.0,10.0,PASCO SCHOOL DISTRICT,FRANKLIN,EDUCATIONAL SERVICE DISTRICT 123,P-10,Y,Y,"4115 W HENRY ST
PASCO
(46.237908, -119.145369)"
MEAD ALTERNATIVE HIGH SCHOOL,84.0,81.0,6.0,1.2,4.8,0.0,0.0,6.0,6.0,4.8,4.8,4.8,4.8,68.0,5.0,1.0,4.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,MEAD SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,9-12,N,N,"529 W HASTINGS
SPOKANE
(47.768088, -117.421856)"
WEST WOODLAND ELEMENTARY SCHOOL,546.0,87.7,7.9,3.3,5.1,0.0,0.2,1.8,1.8,2.2,3.5,5.3,4.6,479.0,43.0,18.0,28.0,0.0,1.0,10.0,10.0,12.0,19.0,29.0,25.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"5601 4 AV NW
SEATTLE
(47.669415, -122.361866)"
WEST MERCER ELEMENTARY,514.0,91.8,4.3,1.9,1.8,0.4,0.4,2.5,2.7,2.5,2.9,2.7,3.3,472.0,22.0,10.0,9.0,2.0,2.0,13.0,14.0,13.0,15.0,14.0,17.0,MERCER ISLAND SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"4141 81ST AVE SE
MERCER ISLAND
(47.571916, -122.230137)"
SOUTH SHORE K-8 SCHOOL,611.0,86.7,5.4,3.8,2.3,0.0,0.0,1.3,1.3,1.5,2.5,2.6,4.1,530.0,33.0,23.0,14.0,0.0,0.0,8.0,8.0,9.0,15.0,16.0,25.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-7,Y,Y,"4800 S HENDERSON ST
SEATTLE
(47.523316, -122.271921)"
TUKES VALLEY PRIMARY,630.0,84.8,7.3,1.6,5.7,0.3,0.0,4.4,4.3,5.9,5.4,5.7,5.2,534.0,46.0,10.0,36.0,2.0,0.0,28.0,27.0,37.0,34.0,36.0,33.0,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,PK-4,Y,N,"20601 NE 167TH AVE
BATTLE GROUND
(45.772463, -122.500811)"
UNIVERSITY ELEMENTARY SCHOOL,317.0,91.8,6.3,0.6,5.7,0.0,0.0,4.7,4.4,4.7,4.4,4.4,5.4,291.0,20.0,2.0,18.0,0.0,0.0,15.0,14.0,15.0,14.0,14.0,17.0,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N,"1613 S. UNIVERSITY RD.
SPOKANE
(47.641506, -117.261406)"
THE BEAR CREEK SCHOOL,701.0,93.9,6.1,0.4,5.7,0.0,0.0,2.9,2.9,2.9,3.3,4.3,4.4,658.0,43.0,3.0,40.0,0.0,0.0,20.0,20.0,20.0,23.0,30.0,31.0,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-12,Y,Y,"8905 208TH AVE NE
REDMOND
(47.681213, -122.062629)"
WASHINGTON ELEMENTARY SCHOOL,529.0,93.4,2.8,0.8,1.9,0.2,0.0,2.5,2.3,2.5,2.3,1.5,2.5,494.0,15.0,4.0,10.0,1.0,0.0,13.0,12.0,13.0,12.0,8.0,13.0,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N,"20 E ST NE
AUBURN
(47.307702, -122.222916)"
MT BAKER MIDDLE SCHOOL,999.0,84.9,2.2,0.4,1.7,0.4,0.0,1.2,1.1,0.7,0.8,0.9,1.3,848.0,22.0,4.0,17.0,4.0,0.0,12.0,11.0,7.0,8.0,9.0,13.0,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y,"620 37TH ST SE
AUBURN
(47.275661, -122.220369)"
LOON LAKE ELEMENTARY SCHOOL,106.0,78.3,10.4,0.0,10.4,0.0,0.0,6.6,7.5,5.7,6.6,6.6,5.7,83.0,11.0,0.0,11.0,0.0,0.0,7.0,8.0,6.0,7.0,7.0,6.0,LOON LAKE SCHOOL DISTRICT,STEVENS,EDUCATIONAL SERVICE DISTRICT 101,PK-6,Y,Y,"4001 MAPLE STREET
LOON LAKE
(48.062689, -117.630534)"
SUMMIT VIEW MIDDLE SCHOOL,12.0,66.7,33.3,0.0,33.3,0.0,0.0,33.3,25.0,33.3,33.3,33.3,33.3,8.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,7-8,N,N,"700 NW 9TH ST
BATTLE GROUND
(45.787452, -122.54422)"
THOMPSON ELEMENTARY SCHOOL,570.0,96.8,2.6,0.2,2.5,0.0,0.0,1.8,1.8,1.8,1.8,1.8,2.6,552.0,15.0,1.0,14.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,15.0,GRANDVIEW SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,PK-5,Y,N,"1105 W 2ND ST
GRANDVIEW
(46.254771, -119.91701)"
LYNNWOOD ELEMENTARY,601.0,81.9,4.8,1.0,3.3,0.7,0.0,3.3,3.3,3.8,3.8,3.0,4.2,492.0,29.0,6.0,20.0,4.0,0.0,20.0,20.0,23.0,23.0,18.0,25.0,EDMONDS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,Y,Y,"18638 44TH AVE W
LYNNWOOD
(47.829666, -122.29244)"
STEM,580.0,88.3,5.0,1.0,3.8,0.2,0.0,1.4,1.0,1.2,1.6,3.1,2.2,512.0,29.0,6.0,22.0,1.0,0.0,8.0,6.0,7.0,9.0,18.0,13.0,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"400 228TH AVENUE NE
SAMMAMISH
(47.613699, -122.035381)"
ORTING MIDDLE SCHOOL,572.0,94.9,4.2,1.2,3.1,0.0,0.0,2.3,1.9,1.6,1.4,1.7,2.8,543.0,24.0,7.0,18.0,0.0,0.0,13.0,11.0,9.0,8.0,10.0,16.0,ORTING SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y,"111 WHITEHAWK BLVD NW
ORTING
(47.101131, -122.215064)"
RENTON PREPARATORY CHRISTIAN SCHOOL,135.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RENTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,3-10,N,Y,"200 MILL AVE S SUITE 100
RENTON
(47.480829, -122.202987)"
PLEASANT VALLEY MIDDLE,512.0,87.1,7.0,0.6,5.5,0.8,0.2,5.7,4.9,5.3,5.5,4.5,5.3,446.0,36.0,3.0,28.0,4.0,1.0,29.0,25.0,27.0,28.0,23.0,27.0,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,5-8,N,Y,"14320 NE 50TH AVE
VANCOUVER
(45.7271, -122.620517)"
MEEKER ELEMENTARY,415.0,91.3,5.8,1.7,4.1,0.2,0.0,3.6,1.0,4.6,4.1,4.8,4.3,379.0,24.0,7.0,17.0,1.0,0.0,15.0,4.0,19.0,17.0,20.0,18.0,PUYALLUP SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"409 5TH ST SW
PUYALLUP
(47.188576, -122.29903)"
MOUNTAIN VIEW ELEMENTARY,429.0,97.0,0.7,0.0,0.0,0.7,0.0,0.7,0.7,0.7,0.7,0.5,0.7,416.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,QUINCY SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -3,Y,N,"119 D ST NW
QUINCY
(47.241417, -119.856284)"
POPE ELEMENTARY,585.0,89.6,3.9,1.0,2.6,0.2,0.2,3.4,2.7,3.6,3.2,3.1,3.4,524.0,23.0,6.0,15.0,1.0,1.0,20.0,16.0,21.0,19.0,18.0,20.0,PUYALLUP SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"15102 122ND AVE E
PUYALLUP
(47.118969, -122.266714)"
